Area_Name,Postal_code
Chak 100 Ml,31101
Karor N.P.O.,31110
Chak 111 Tda,31151
Rana Nagar,31151
Layyah G.P.O.,31200
Chak 136 Tda,31201
Basti Sabani,31151
Rajan Shah,31151
Kotla Qureshi,31201
Kotla Haji Shah,31201
Shah Pur,31150
Chak 110 Tda,31151
Chak 103 Tda,31151
Nurey Wala,31151
Sanjh Isra,31151
Chak 271 Tda,31201
Chak 150 Tda,31201
Leiah Bazar,31201
Sumera Nashaib,31201
Chak 273 Tda,31201
Chak No.124 Tda,31201
Layyah Sugar Mills,31300
Chak 152 Tda,31351
Chak 388 Tda,31351
Chak 275 Tda,31401
Ladhana,31350
Chowk Azam,31450
Chak 463-A Tda,31451
Chak 283 Tda,31401
Mianwala Jadid,31401
Chak 464 Tda,31451
Chak 287 Tda,31401
Chak 270 Tda Edso,31250
Chak 349 Tda,31451
Chak 399 Tda,31451
Chak 332 Tda,31451
Chak 315 Tda,31451
Chak 319 Tda,31451
Chak 471 Tda,31451
Chak 279 Tda,31400
Chak 366 Tda,31451
Head Mast Ali,31451
Nawan Kot,31501
Choubara,31500
Dhori Adda,31451
Chak 432 Tda,31451
Rakh Khairy Wala,31501
Dera Ch.Bashirwaraich,31501
Chak 325 Tda,31451
Chak 407/Tda,31501
Latra,32000
Kot Sultan,31650
Pahar Pur Thal,31651
Khokhar Abad,31651
Tarkoo Adda,31501
Jaman Shah,31600
Bait Dabli,31651
Jaidal Thal,31651
Khokhar Wala,31601
Chak 162 Tda,31601
Chak 479 Tda,31501
Daulat Wala,32011
Mithi Wali,32011
Jhangra,32011
Jakhariman,32001
Haji Kamand,32001
Vehoa,32010
Retra,32040
Jindu Khan Mirani,32031
Tibbi Qaisrani,32030
Lakhani,32011
Triman,32011
Nutkani,32020
Basti Azeem,32021
Kath Garh,32021
Kotani,32011
Kohar,32011
Litri Janubi,32031
Jatwala,32041
Fateh Khan,32021
Hairo Sharqi,32101
Nari,32050
Taunsa Sharif,32100
Mangrotha,32120
Bohar,32101
Babi,32021
Bindi,32101
Fazla Katch,32131
Nakwal Kalan,32101
Mundrani,32121
Berthi,32101
Kheya Ban-I-Sarwar(D),32131
Basti Buzdar,32131
Bughlani,32141
Shadan Lund,32150
Qaziwali,32101
Phugla,32131
Taksher,32131
Jhoke Bodoo,32131
Kot Qaisrani,32130
Sokar,32140
Ghuman,32151
Churh Atta Pachad,32151
Dera Ghazi Khan N.P.O.(Nd),32200
Dera Ghazi Khan G.P.O.,32200
Shah Sadar Din,32201
Dera Ghazi Khan City(Nd),32200
Jhoke Uttra,32200
Kala,32160
Grain Market(Nd),32200
Khaki,32201
Samina,32201
Wadoor,32201
Jalbani(Nd),32200
Pir Adil,32201
Batil,32201
Paigan,32201
Mauza Dagar Chit,32201
Dalana,32201
Lohar Wala,32201
Chowk Churhatta,32201
Kot Haibat,32201
Chabri Bala,32201
Bastti Malkani,32201
Basti Khowar,32201
Baghal Chur,32201
Gadai,32201
Kharar Buzdar,32201
Jamna Khan Chandia,32201
Industrial Area,32201
Basti Johan Khan,32201
Yaroo Edso Ahmadani(D),32201
Pakha Shah Nawaz,32201
D.G.Khan Cement Factory,32250
Drahma,32201
Bawata,32321
Board O F Intermediate & Scnd.Education,32260
Sakhi Sarwar,32300
Air Port,32201
Basti Rehman,32201
Fort Munroo,32320
Hazara,32331
Ali Wala,32331
Ghausabad,32330
Dakhast Jamal Khan,32381
Hassan Abad,32381
Kot Chutta,32350
Kotla Jam Ahmed,32351
Noor Wala,32351
Basti Khosa,32381
Noor Pur,32331
Choti,32380
Basti Aslam Khan,32381
Bando Wani,32381
Thatta Gabolan,32381
Mana,32400
Nawan Janubi,32381
Basti Fauja,32401
Basti Talpur,32381
Choti Bala,32381
Mamori,32381
Jam Pur,33000
Ara Jafar,32401
Notakmehmeed,32401
Shero Jadeed,32401
Khan Pur Janubi,32401
Basti China,32401
Basti Shah Ali,32401
Khan Pur Shumali,32401
Basti Rindan,33001
Jampur N.P.O.(Nd),33000
Kotla Mughlan,33001
Kot Bodla,33001
Kotla Diwan,33001
Basti China,33001
Bakhara,33001
Islam Pur,33001
Saleem Abad,33001
Rasul Pur,33001
Kot Tahir,33001
Allah Abad,33001
Mastoi Wala,33001
Bambli,33100
Harrand,33101
Nowshera,33101
Basti Hajoo,33101
Tibbi Lundan,33101
Basti Sardar Khan,33101
Fazil Pur,33400
Kotla Sher Muhammad,33401
Dajal,33100
Muhammad Pur,33300
Kotla Androon,33401
Ludi Saidan,33101
Tibbi Solgian,33101
Mehre Wala,33401
Lal Garh,33200
Hazrat Wala,33401
Noor Pur Manjho Wala,33401
Haji Pur,33401
Mithan Kot,33600
Pir Bakhsh Khas,33401
Sadan Wala,33401
Kotla Isan,33501
Chak Jindoo Shah,33501
Bagh Wala,33401
Rajan Pur N.P.O.(Nd),33500
Rajan Pur,33500
Nur Pur Machiwala,33501
Sikhani Wala,33401
Kotla Naseer,33501
Umarkot,33601
Rojhan,33700
Shikar Pur,33501
Ahsan Pur,34000
Badli Mazari,33701
Wang,33601
Kotla Hamal,33601
Miran Pur Janubi,33701
Chak 521 Tda,34011
Murghai,33601
Chak 116 M,34011
Dera Din Panah,34010
Chak 514 Tda,34011
Chak 148 Ml,34011
Chak 518 Tda,34011
Chak 172 Tda,34011
Chak 145 Ml,34011
Chak 574 Tda,34031
Riaz Abad,34031
Chak 599 Tda,34031
Chak 567 Tda,34031
Chak 626 Tda,34031
Chak 632 Tda,34031
Chak 544 Tda,34031
Chak 644 Tda,34031
Chak 649/Tda,34031
Chak 550 Tda,34031
Chak 595 Tda,34031
Chak 612 Tda,34031
Chowk Sarwar Shaheed,34030
Chak 569 Tda,34031
Basti Perhar Gharbi,34051
Mehmood Kot R.S.,34110
Thatta Gurmani,34101
Noor Shah Talae,34051
Kot Adu,34050
Daya Chokha Gharbi,34101
Chak 150 Ml,34051
Canal Colony,34051
Shadi Khan Munda,34051
Choudhry,34051
Taunsa Barrage,34080
Sheikh Umer,34051
Muhammad Ashrafia,34051
Khhokar Abad,34051
Haji Pur,34051
Basti Kharyog,34101
Sina Wan,34100
Ara Akbar Shah,34111
Gurmani,34101
Patti Ghulam Ali,34101
Alurid,34111
Mehmood Kot Town,34111
Haji Shah,34121
Jan Khan Samundri,34111
Muradabad,34201
Basti Kahiri,34111
Saeed Suknera Abad,34121
Azadabad,34121
Basti Naseer Wala,34121
Gujrat,34120
Gujja,34201
Khangan Shumali,34201
Hamdani Wala,34111
Darbar Pir M. Musa,34201
Khudai,34201
Muzaffargarh G.P.O.,34200
Kallar Wali,34201
Elementry College,34201
Budh,34201
Jhallarin Shumali,34201
Peer Barkhudar,34201
Lungar Sarai,34201
Alipur Shumali,34201
Basti Shadi Khan,34311
Wasande Wali,34201
Hamdani Wala,34201
Qureshi,34310
Har Pallo,34201
Lutkaran,34201
Din Pur,34311
Bhakhar Noon,34201
Ghazi Ghat,34320
Basira,34300
Ali Daha,34311
Karimabad,34201
Noor Kuba,34301
Sultan Colony,34201
Ayub Araian,34301
Pathan Wala,34321
Daona,34311
Basti Drigh,34351
Shah Jamal,34370
Khan Garh,34350
Thatta Qureshi,34351
Chanwala,34321
Mond,34351
Chowk Sandila,34371
Basti Waseem Almani,34321
Basti Choharh Pur,34351
Juggat Pur,34351
Mehar Pur,34371
Usman Koria,34371
Mondka,34371
Bashir Sinawan,34371
Dareen,34371
Hassan Pur Tarrund,34371
Basti Dewala,34371
Sohara Chandia,34371
Bangla Wali,34401
Basti Mandorin,34371
Alude Wali,34401
Chandar Wala,34371
Kande Wala,34411
Shehar Sultan,34410
Makhan Balla,34401
Sharif Chajra,34371
Rohilan Wali,34400
Binda Ishaq,34401
Mahra,34401
Mochi Wali,34401
Miran Pur,34401
Birahem Wali,34401
Ber Band,34411
Maskin Pur,34411
Shahbaz Pur,34421
Damar Wala Shumali,34411
Kotla Rahim Ali Shah,34421
Jahanpur,34421
Wadowala,34421
Kotla Gamun,34411
Basti Sathari,34421
Basti Changwani,34441
Bet Hazari,34441
Baqar Shah Shumali,34451
Ali Pur,34450
Jatoi,34430
Bet Mir Hazar Khan,34440
Fatehpur Janubi,34421
Phulen Sharif,34421
Bet Daryai,34441
Ram Pur,34421
Bakaini,34441
Kamdh Sharif,34431
Jhuggi Wala,34421
Ramzan Abad,34441
Bela Wala,34441
Utra Sandila,34441
Bande Shah,34451
Ghalwan,34451
Chowk Petrol Pump,34451
Mithanwali,34471
Mao Wala,34451
Khairpur Sadat,34470
Jhallarin,34451
Yaki Wali,34451
Urla,34471
Murad Pur Janubi,34471
Choski School,34451
Damarwala Janubi,34451
Bazwala,34471
Kotla Mehr Ali,34471
Sultan Pur,34471
Khan Garh Janubi,34481
Kundai,34481
Sit Pur,34480
Ghiri,34471
Basti Bidani,34471
Gabbar Araian,34471
Sarki,34481
Jarian Wala,34651
Bhutta Pur,34500
Shor Kot Cantt,35010
P.A.F. Colony,35020
Chak 5 Ml,34651
Malik Araian,34481
Rang Pur,34650
Kalu Wala,35021
Noor Pur Chak 331 Jb,35011
Chak 327 Jb,35011
Noada Chak No.328 Jb,35011
Chak 313 Jb Pir Pur,35011
Chak 494/Jb,35021
Chak 509 Tda,34651
Chak 312 Jb Kaluvahar,35011
Khawaja Baju Chak 326/Jb,35011
Khan Pur Narraka,34481
Chak 330 Jb Rahlon,35011
Chak 331 Jb Salim-Pur,35011
Chak 500/Jb,35021
Chak 497/Jb,35021
Cologian Wala Chak 36/694 Gb,35031
Qaim Bharwana,35051
Chak 692/34,35031
Chak 696/38,35031
Chak 653/35 Gb,35031
Chak 17 Gagh,35051
P.A.F. Base Rafiqi,35030
Budho Ana,35051
Khaki Lakhi,35051
Dharopa,35051
Merik Sial,35051
Shor Kot City,35050
Allah Yar Toota,35051
Chak 501/Jb,35051
Sadiq Nihang,35051
Dab Kalan,35051
Basti Hyderabad,35051
Basti Qasim Abad,35051
Kaki Kohan,35051
Garh Maha Raja,35080
Bind Sarbana,35051
Samando Ana,35091
Kaki Nao,35060
Rafi Abad,35081
Sultan Bahu,35081
Chak 5/3-L,35081
Nekokara,35081
Pir Abdur Rahman,35081
Douloand,35081
Mad Rajbana,35081
Kasso Ana,35081
Jai Wan,35081
Ahmad Pur Sial,35090
Mehdi Abad,35081
Waryam,35100
Dull,35081
Chak 485/Jb,35101
Chak No.490 Jb,35101
Luda Mahni,35101
Chak 483/Jb,35101
Sharif Abad,35081
Haveli Bahadur Shah,35150
Lashari,35161
Chak No.489 Jb,35101
Chak No.493,35101
Majhi Sultan,35151
Rudo Sultan,35160
Chak 481/Jb,35151
Luda Mahni,35151
Rustam Sargana,35151
Duree Gondal,35161
Gilmala,35151
Hassu Blail,35161
Chak 478/Jb,35151
Bahar,35161
Fateh Pur Prathy,35161
Pir Wala,35151
Dagree,35161
Kot Bahadur,35161
Nawazish Naghar,35170
Atharan Hazari,35180
Kotli Baqir Shah,35181
Rashid Pur,35181
Kot Maldev,35181
Trimmu,35181
Kot Naulan,35181
Mouza Mundey Syed,35181
Thal Bharari,35181
Ali Textile Mills,35181
Subhi Ana Gharbi,35181
Wasu Astana,35181
Satiana,35201
Pahar Pur,35181
Kot Khaira,35201
Khanuana,35201
Sheikh Choohar,35201
Jabbo Ana,35181
Jhang G.P.O.,35200
Mukhiana,35201
Chak 233/Jb,35201
Karimabad,35201
Ashaba,35201
Chak 446/Jb,35201
Chak 232/Jb,35201
Mudoki,35201
Chak 220/Jb,35201
Chak 250/Jb,35201
Chak 444/Jb,35201
Wer Banglow,35201
Haveli Lal,35201
Vighlana,35201
Chak 167/Jb,35201
Kot Sai Singh,35201
Khewa,35201
Pakewala,35201
Chak 260/Jb Wajhalan,35201
Chak 214/Jb Mochian Wala,35201
Chak 257/Jb,35201
Chak 262/Jb,35201
Ali Abad,35201
Chak 451/Jb,35201
Chak 459/Jb,35201
Chak 161/Jb,35201
Ada Shabbirabad,35201
Ada Hospital Mochiwala,35201
Basti Ghazi Shah,35301
Chak 255/Jb,35201
Raran Wali,35301
Dhill Bagh,35300
Chak 463/Jb,35301
Chak 475/Jb,35301
Lakh Bhadal,35301
Chak 187/Jb,35351
Chak 245/Jb,35351
Chak 466/Jb,35351
Chak 240/Jb,35351
Chak 243/Jb,35351
Chak 184/Jb,35351
Thatta Mohd Shah,35351
Bhawana,35350
Chak 230/Jb,35351
Chak 200/Jb,35351
Chak 225/Jb,35351
Chak 226/Jb,35351
Chak 223/Jb,35351
Chak 221/Jb,35351
Chak 220/Jb,35351
Nitherke,35351
Chak 227/Jb,35351
Chak 202/Jb,35351
Chak 195/Jb,35351
Chak 192/Jb,35351
Darbar Dhundhe Shah,35351
Chak 199/Jb,35351
Chak 203/Jb,35351
Chak 198/Jb,35351
Chak 205/Jb,35351
Chak 246/Jb,35351
Chak 209/Jb,35351
Mouza Mangini,35351
Kot Amir Shah,35401
Ramzan Sugar Mills,35361
Adlana,35361
Chak 132/Jb,35401
Chak 144-Jb,35361
Jamia Mohammadi Sharif,35360
Thatta Fateh Ali,35361
Chiniot,35400
Dauratta,35361
Chak 13/Jb,35401
Chak 125/Jb,35401
Behari Colony,35401
Rajoya,35401
Chak 11/Jb,35401
Chak 127/Jb,35401
Chak 126/Jb,35401
Wadi-E-Aziz Sharif,35401
Chak 128/Jb,35401
Chak 133/Jb,35401
Chak 153 Jb,35401
Chak 152/Jb,35401
Ahmad Abad,35401
Rabwah,35460
Chak 147/Jb,35401
Sangra,35461
Lalian,35470
Ahmed Nagar,35461
Changran Wala,35461
Brahmanan Wala,35461
Bakhsh Wala,35461
Chak 149 Jb,35401
Kanwian Wala,35471
Khokharan Wala,35461
Langar Makhdoom,35461
Vigilley,35471
Thatti Bala Raja,35471
Massan,35501
Dawar,35461
Mohsin Abad,35471
Wallah,35471
Rajana,35501
Chund Bharwana,35500
Ali Pur,35501
Kot Khan,35501
Saliana,35501
Shah Jewana Mandi,35550
Havili Shekh Rajoo,35501
Hassan Khan,35501
Chela,35501
Machi Wal,35501
Kalera,35551
Sajhowal,35501
Thatta Sandrana,35501
Pir Kot Sadhana,35501
Pubber Wala,35501
Iqbal Nagar,35501
Lau,35551
Bullo,35551
Nikkey Baloch,35501
Turbat Haji Shah,35551
Chatta,35551
New Delhi,35551
Aura,35551
Mouza Bhone,35551
Chak 163/Nb,35551
Chak 349 Gb,36001
Chak 316 Gb Qadir Abad,36000
Chak 315 Gb,36001
Akrian Wala,35551
Jamal Wala,35551
Bhamb,35551
Chak 313 Gb,36001
Chak 405 Jb,36001
Long Shumali,35551
Chak 347 G.B,36001
Chak 344 Gb,36001
Chak 346 Gb,36001
Kot Isa Shah,35551
Chak 403 Jb,36001
Chak 408 Jb,36001
Chak 301 Gb,36001
Chak 305 Gb.,36001
Chak 302 Gb,36001
Chak 393 Jb,36051
Chak 306 Gb.,36001
Chak 401 Jb,36051
Chak 298 G.B,36001
Chak 312 Gb,36001
Chak 311 Gb,36001
Bhagat,36051
Chak 402 Jb,36051
Chak 382 Jb,36051
Chak 294 Gb,36051
Chak 394 Jb,36051
Toba Take Singh G.P.O.,36050
Chak 359 Gb,36051
Chak 386 Jb,36051
Chak 383 Jb,36051
Chak 351 Gb,36051
Chak 391 Jb,36051
Chak 294 Jb,36051
Chak 295 Jb,36051
Chak 324 Jb,36051
Chak 331 Jb,36051
Chak 338 Gb,36051
Chak 295 Gb,36051
Chak 350 Gb,36051
Chak 321 Jb,36051
Chak 388 Jb,36051
Chak 335 Gb,36051
Chak 387 Jb,36051
Chak 323 Jb,36051
Chak 296 Gb,36051
Chak 395 Jb,36051
Chak 293 Jb,36051
Chak 742 Gb,36051
Chak 521 Gb,36051
Chak Islah Nagar,36051
Chak 399 Jb,36051
Chak 297 Gb,36051
Chak 519 Gb,36051
Chak 152 Gb,36051
Chak 151 Gb,36051
Chak 150 Gb,36051
Chak 292 Gb,36051
Chak 183 Gb,36051
Chak 396 Jb,36051
Chak 358 Gb Gunjo,36051
Chak 397 Jb,36051
Chak 358 Gb Mogli,36051
Chak 389 Jb,36051
Chak 148 Gb,36051
Chak 285 Gb,36071
Chak 337 Gb,36071
Chak 287 Gb,36071
Rajana Road,36070
Chak 290 Gb,36071
Chak 256 Gb.,36080
Chak 536 Gb,36071
Chak 361 Gb,36071
Chak 289 Gb,36071
Chak 286 Gb,36071
Chak 350 Gb,36071
Chak 288 Gb,36071
Chak 291 Gb,36071
Chak 517 Gb,36071
Chak 182 Gb,36081
Chak 260 Gb.,36081
Chak 336 Gb,36071
Chak 254 Gb.,36081
Chak 284 Gb,36071
Chak 258 Gb.,36081
Chak 252 Gb,36081
Chak 253 Gb.,36081
Chak 257 Gb.,36081
Marusi Pur,36081
Chak 520 Gb.,36081
Chak 381 Jb,36101
Chak 289 Jb,36101
Chak 255 Gb. Mede Pur Kalan,36081
Chak 378 Jb,36101
Chak 385 Jb,36101
Chak 255 Gb. Khurd,36081
Chak 375 Jb,36101
Jani Wala,36100
Chak 315 Jb,36101
Chak 291 Jb,36101
Chak 438 Jb,36101
Chak 374 Jb,36101
Chak 183 Gb. Mian Kot,36081
Chak 425 Jb,36101
Chak 286 Jb,36101
Chak 379 Jb,36101
Chak 317 Jb,36101
Chak 284 Jb,36101
Chak 285 Jb,36101
Chak 355 Jb,36121
Chak 377 Jb,36101
Chak 376 Jb,36101
Chak 296 Rb,36121
Chak 251 Gb.,36081
Chak 362 Jb,36121
Chak 250 Gb,36081
Chak 181 Gb.,36081
Chak 416 Jb,36121
Chak 361 Jb,36121
Canal Rest House,36121
Chak 307 Gb,36121
Chak 367 Jb,36121
Gojra,36120
Chak 297 Jb,36121
Chak 364 Jb,36121
Chak 310 Jb Thatta,36121
Chak 357 Jb,36121
Chak 369 Jb,36121
Chak 97 Jb,36121
Chak 417 Jb,36121
Chak 310 Jb Bhopal Wala,36121
Chak 350 Gb,36121
Chak 278 Rb,36121
Chak 360 Jb,36121
Chak 352 Jb,36121
Gojra Cotton Textile Mills,36121
Chak 312 Jb,36121
Chowk Anarkali,36121
Chak 349 Jb,36121
Chak 353 Jb,36121
Chak 370 Gb,36121
Chak 316 Jb,36121
Chak 415 Jb,36121
Chak 313 Jb,36121
Chak 354 Jb,36121
Chak 308 Jb,36121
Chak 306 Jb,36121
Chak 351 Jb,36121
Chak 311 Jb,36121
Chak 301 Jb,36121
Chak 303 Jb,36121
Chak 99 Jb,36121
Chak 241 Gb.,36151
Chak 178 Gb.,36151
Chak 179 Gb.,36151
Chak 159 Gb (Cpol-982),36150
Chak 180 Gb.,36151
Chak 245 Gb.,36151
Chak 157 Gb.,36151
Chak 431 Jb,36161
Chak 160 Gb.,36151
Chak 164 Gb.,36151
Chak 424 Jb,36160
Chak 244 Gb.,36151
Chak 154 Gb.,36151
Chak 162 Gb.,36151
Chak 242 Gb.,36151
Chak 161 Gb.,36151
Chak 298 Jb,36121
Chak 430 Jb,36161
Chak 423 Jb,36161
Chak 433 Jb,36161
Chak 356 Jb,36161
Chak 336 Jb,36201
Chak 333 Jb,36201
Chak 339 Jb,36201
Chak 335 Jb,36201
Chak 277 Jb,36201
Chak 96 Jb,36201
Chak 342 Jb,36201
Chak 338 Jb,36201
Chak 280 Jb,36201
Pacca Anna,36200
Chak 347 Jb,36201
Chak 281 Rb Khalil Pur,36201
Chak 414 Jb,36201
Chak 337 Jb,36201
Chak 91 Jb,36201
Chak 334 Jb,36201
Chak 345 Jb,36201
Chak 279 Jb,36201
Chak 344 Jb,36201
Chak 283 Jb,36201
Chak 278 Jb,36201
Chak 26/685 Gb,36301
Chak 332 Jb,36201
Chak 90 Jb,36201
Pir Mahal,36300
Chak 281 Jb,36201
Chak 348/Jb,36250
Chak 11/670 Gb,36301
Chak 27/686 Gb,36301
Chak 323 Gb,36301
Chak 2/660 Gb,36301
Chak 31/689 Gb,36301
Chak 32/690 Gb,36301
Chak 25/684 Gb,36301
Chak 33/691 Gb,36301
Chak 324 Gb,36301
Chak 28/688 Gb,36301
Chak 22/681 Gb,36301
Chak 322 Gb,36301
Chak 35/693 Gb,36301
Chak 36/694 Gb,36301
Chak 721 Gb,36301
Chak 34/692 Gb,36301
Chak 16/675 Gb,36301
Chak 705 Gb,36301
Chak 1/660 Gb,36301
Chak 722 Gb,36301
Chak 15/674 Gb,36301
Chak 718 Gb,36301
Chak 13/672 Gb,36301
Chak 720 Gb,36301
Chak 6/665 Gb,36301
Chak 5/664 Gb,36301
Chak 745 Gb,36301
Chak 12/671 Gb,36301
Chak 7/666 Gb,36301
Chak 21/680 Gb,36301
Nanka Gider,36321
Nawaz Kot,36321
Chak 746 Gb,36301
Chak 24/683 Gb,36301
Aruti,36321
Chak 17/676 Gb,36301
Chak 19/678 Gb,36301
Gill Acor Plot,36301
Chak 125 Gb,36301
Chak 755 Gb,36321
Shah Pur,36321
Chak 309 Gb,36331
Kot Karam Shah,36321
Mai Safooran,36321
Sandhlian Wali,36320
Chak 18/677 Gb,36301
Dargahi Pur,36321
Nasir Nagar,36321
Chak 759 Gb,36321
Chak 333 Gb,36330
Chak 342 Gb,36331
Chak 326 Gb,36331
Chak 343 Gb,36331
Chak 327 Gb,36331
Chak 332 Gb,36331
Chak 331 Gb Nurpur,36331
Chak 330 Gb,36331
Chak 308 Gb,36331
Chak 331 Gb Saleem Pur,36331
Chak 307 Gb,36331
Chak 328 Gb,36331
Kamalia,36350
Chak 325 Gb,36331
Chak 334 Gb,36331
Dholri Sharif,36351
Mal Fatiana,36351
Chak 715 Gb,36351
Cheera Bhojia,36351
Chak 341 Gb,36331
Chak 10/669 Gb,36340
Ravi Khokhar,36351
Kalera Kalan,36391
Chak 713 Gb,36351
Chak 269 Gb,36381
Basti Piran,36351
Chak 711 Gb,36351
Qadir Bux Sharif,36351
Baghaiwala,36351
Chak 266 Gb,36381
Chak 714 Gb,36351
Suger Mills Kamalia,36380
New Bazar Kamalia,36351
Chak 187/Gb,36351
Chak 262 Gb,36381
Jakhar,36390
Chak 264 Gb,36381
Chak 736 Gb,36391
Chak 740 Gb,36391
Chak 725 Gb,36391
Chak 728 Gb,36391
Chak 735 Gb,36391
Chak 724 Gb,36391
Chak 491 Gb,37001
Chak 490 Gb,37001
Chak 742 Gb,36391
Chak 492 Gb,37001
Chak 496 Gb,37001
Chak 493 Gb,37001
Chak 497 Gb,37001
Chak 741 Gb,36391
Mamu Kanjan,37000
Chak 494 Gb,37001
Chak 546 Gb,37001
Chak 550 Gb,37001
Chak 487 Gb,37001
Chak 495 Gb,37001
Chak 488 Gb,37001
Chak 489 Gb,37001
Chak 544 Gb,37001
Chak 195 Gb,37001
Chak 486 Gb,37001
Chak 199 Gb,37001
Chak 483 Gb,37001
Chak 200 Gb,37001
Chak 196 Gb,37001
Darbar Pir Salahuddin,37001
Chak 193 Gb S),37021
Chak 249 Gb,37021
Chak 507 Gb,37001
Chak 225 Gb Chagawan,37001
Killian Wala,37001
Chak 189 Gb,37021
Chak 188 Gb,37021
Chak 191 Gb,37021
Chak 508 Gb,37001
Chak 547 Gb,37001
Chak 545 Gb,37001
Chak 197 Gb,37021
Chak 190 Gb,37021
Chak 247 Gb,37021
Chak 193 Gb (N),37021
Murid Wala,37020
Chak 184 Gb,37021
Chak 207 G.B.,37050
Chak 248 Gb,37021
Torian Wala,37051
Chak 206 Gb,37040
Chak 192 Gb Kotla,37021
Chak No.246 Gb Basti Partab Pur,37051
Chak 484 Gb,37061
Chak No.201 Gb,37051
Chak No.210 Gb,37051
Chak 211 Gb,37061
Chak No.246 Gb Basti Danishmandan,37051
Chak No.209 Gb,37051
Chak No.243 Gb,37051
Chak No.205 Gb,37051
Chak No.208 Gb,37051
Chak 482 G.B.(Jagranwan),37060
Chak No.204 Gb,37051
Chak No.202 Gb,37051
Chak 477 Gb,37061
Chak 479 Gb,37061
Chak 214 Gb,37061
Chak 451 Gb,37101
Chak 478 Gb East,37061
Chak 203 Gb,37061
Chak 621 Gb,37101
Chak 541 Gb,37101
Chak 611 Gb,37101
Kanjwani,37100
Chak 476 Gb,37061
Chak 485 Gb,37101
Chak 212 Gb,37061
Chak 448 Gb,37101
Chak 540 Gb,37101
Chak 612 Gb,37101
Jalli Fatiana Shadi,37101
Chak 615 Gb,37101
Khidar Wala,37061
Chak 277 Gb West,37061
Chak 213 Gb,37061
Chak 452 Gb,37101
Garh,37110
Chak 177 Gb,37151
Chanar Sugar Mills,37134
Chak 607-Gb,37135
Chak 481 Gb,37101
Chak 410 Gb,37151
Chak No.447 Gb,37130
Chak 454 Gb,37101
Kanian,37151
Chak 423 Gb,37151
Chak 428 Gb,37151
Tandlian Wala,37150
Chak 453 Gb,37101
Chak 405 Gb,37151
Chak 411 Gb,37151
Chak 427 Gb,37151
Chak 480 Gb,37101
Chak 414 Gb,37151
Chak 543 Gb,37101
Chak 400 Gb,37151
Chak 174 Gb,37151
Chak 600 Gb,37151
Chak 399 Gb,37151
Chak 403 Gb,37151
Chak 116 Gb,37201
Chak 176 Gb,37151
Chak 118 Gb,37201
Chak 276 Gb,37201
Chak 415 Gb,37151
Chak 175 Gb,37151
Chak 438 Gb,37151
Chak 602 Gb,37151
Chak 392 Gb,37151
Chak 115 Gb,37201
Chak 280 Gb,37201
Chak 437 Gb,37151
Chak 275 Gb,37201
Chak 27 Gb,37201
Chak 273 Gb,37201
Rorala Road,37200
Chak 34 Gb,37201
Chak 376 Gb,37201
Chak 29 Gb,37201
Chak 279 Gb,37201
Chak 374 Gb,37201
Chak 117 East,37201
Chak 28 Gb,37201
Chak 128 G.B.,37220
Chak 272 Gb,37201
Chak No.26 Gb,37221
Chak 277 Gb,37201
Chak 282 Gb,37201
Chak No.23 Gb,37221
Chak 281 Gb,37201
Chak 117 Gb (W),37201
Chak No.21 Gb,37221
Chak No.22 Gb,37221
Chak No.24 Gb,37221
Chak 111-Gb,37231
Chak No.25 Gb,37221
Chak 353 Gb,37224
Chak 105-Gb,37231
Chak No.240 Gb Mor,37221
Chak 93 Gb,37251
Chak 69-Gb,37231
Chak 97 Gb,37251
Chak 68-Gb,37231
Chak 106-Gb,37231
Chak 66 Gb,37230
Chak 107-Gb,37231
Chak 96 Gb,37251
Chak 67-Gb,37231
Chak 108-Gb,37231
Chak 112-Gb,37231
Chak 109-Rb Workshop,37231
Chak 57-Gb,37231
Chak 98 Gb,37251
Chak 99/Gb,37251
Jaranwala,37250
Chak 109-Gb,37231
Chak 63 Gb (West),37251
Chak 378 Gb,37251
Jhangara Wala,37251
Chak 275 Jb,37251
Chak 273 Jb,37251
Chak 54 Gb,37251
Chak 120 Gb,37251
Chak 104 Gb,37251
Chak 53 Gb,37251
Chak 60 Gb,37251
Chak 103 Gb,37251
Chak 631/Gb/4,37251
Chak 276 Jb,37251
Chak 63 Gb (East),37251
Chak 56 Gb,37251
Chak 58 Gb,37251
Chak 62 Gb (E),37251
Chak 124 Gb,37251
Chak 62 Gb (West),37251
Chak 580/Gb,37251
Chak 654/5 Gb,37251
Chak 236/Gb,37251
Chak 122 Gb,37251
Ganga Pur,37280
Chak 583 Gb,37251
Chak 569 Gb,37281
Chak 123 Gb,37251
Chak 61 Gb,37251
Chak 630 Gb,37251
Chak 94 Gb,37251
Chak 658/9 Gb,37281
Chak 648 Gb,37251
Chak 383 Gb,37251
Chak 628 Gb,37251
Chak 565 Gb,37281
Chak 274 Jb,37251
Chak 95 Gb,37251
Chak 559 Gb,37281
Chak 146 Gb,37251
Chak 653 Gb/4,37251
Chak 566 Gb,37281
Chak 563/Gb (E),37281
Chak 642 Gb,37281
Chak 644 Gb,37281
Chak 568 Gb,37281
Chak 656/6 Gb,37281
Chak 643 Gb,37281
Chak 233/Gb,37281
Buchiana Canal Rest House,37281
Chak 567 Gb,37281
Chak 563 Gb (W),37281
Chak 624 Gb,37281
Lundian Wala,37281
